 Simulation_Period = 20090901 -- 20161231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                TM_C               TOM_C               SOM_C              POM1_C              POM2_C               MOM_C               QOM_C               DOM_C                MB_C               MBA_C               MBD_C               ENZ_C             ENZP1_C             ENZP2_C              ENZM_C            TM_err_C                 CO2               Nmine                 NH4                 NO3                TM_N               TOM_N               SOM_N              POM1_N              POM2_N               MOM_N               QOM_N               DOM_N                MB_N               MBA_N               MBD_N               ENZ_N             ENZP1_N             ENZP2_N              ENZM_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POM1_CN             POM2_CN              MOM_CN              QOM_CN              DOM_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
  20100111        0.121373E+01        0.121373E+01        0.118350E+01        0.408785E+00        0.744828E-01        0.700097E+00        0.136163E-03        0.825469E-05        0.300708E-01        0.897474E-02        0.210961E-01        0.151877E-03        0.663010E-04        0.124839E-04        0.730917E-04        0.149871E-16        0.136230E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100112        0.121362E+01        0.121362E+01        0.118340E+01        0.408765E+00        0.744124E-01        0.700086E+00        0.131867E-03        0.822575E-05        0.300653E-01        0.897341E-02        0.210919E-01        0.151981E-03        0.663357E-04        0.124892E-04        0.731557E-04        0.244605E-16        0.136433E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100113        0.121351E+01        0.121351E+01        0.118329E+01        0.408745E+00        0.743433E-01        0.700074E+00        0.127582E-03        0.818395E-05        0.300598E-01        0.897183E-02        0.210880E-01        0.152099E-03        0.663763E-04        0.124955E-04        0.732268E-04        0.174476E-16        0.136635E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100114        0.121340E+01        0.121340E+01        0.118319E+01        0.408724E+00        0.742766E-01        0.700061E+00        0.123089E-03        0.815669E-05        0.300544E-01        0.896993E-02        0.210844E-01        0.152258E-03        0.664337E-04        0.125050E-04        0.733188E-04        0.381150E-16        0.136836E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100115        0.121329E+01        0.121329E+01        0.118308E+01        0.408703E+00        0.742116E-01        0.700049E+00        0.118493E-03        0.813320E-05        0.300489E-01        0.896777E-02        0.210811E-01        0.152448E-03        0.665043E-04        0.125167E-04        0.734268E-04        0.343893E-16        0.137036E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100116        0.121318E+01        0.121318E+01        0.118298E+01        0.408681E+00        0.741474E-01        0.700036E+00        0.114012E-03        0.810340E-05        0.300434E-01        0.896538E-02        0.210781E-01        0.152645E-03        0.665776E-04        0.125290E-04        0.735381E-04        0.250900E-17        0.137236E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100117        0.121311E+01        0.121311E+01        0.118291E+01        0.408664E+00        0.741094E-01        0.700023E+00        0.109692E-03        0.112044E-04        0.300373E-01        0.896249E-02        0.210748E-01        0.152842E-03        0.666512E-04        0.125413E-04        0.736497E-04       -0.688418E-17        0.137472E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100118        0.121306E+01        0.121306E+01        0.118286E+01        0.408651E+00        0.740956E-01        0.700011E+00        0.105515E-03        0.111830E-04        0.300303E-01        0.895905E-02        0.210713E-01        0.153042E-03        0.667257E-04        0.125537E-04        0.737624E-04        0.658942E-17        0.137747E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100119        0.121301E+01        0.121301E+01        0.118282E+01        0.408639E+00        0.740818E-01        0.699998E+00        0.101444E-03        0.112189E-04        0.300234E-01        0.895566E-02        0.210677E-01        0.153248E-03        0.668031E-04        0.125666E-04        0.738786E-04        0.313389E-16        0.138022E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100120        0.121296E+01        0.121296E+01        0.118278E+01        0.408626E+00        0.740676E-01        0.699985E+00        0.974904E-04        0.112530E-04        0.300164E-01        0.895264E-02        0.210637E-01        0.153460E-03        0.668827E-04        0.125799E-04        0.739974E-04       -0.174950E-16        0.138298E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100121        0.121291E+01        0.121291E+01        0.118273E+01        0.408613E+00        0.740529E-01        0.699972E+00        0.936602E-04        0.112874E-04        0.300094E-01        0.894998E-02        0.210594E-01        0.153676E-03        0.669640E-04        0.125936E-04        0.741183E-04        0.142027E-17        0.138575E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100122        0.121285E+01        0.121285E+01        0.118269E+01        0.408599E+00        0.740378E-01        0.699959E+00        0.899400E-04        0.113172E-04        0.300024E-01        0.894763E-02        0.210548E-01        0.153898E-03        0.670478E-04        0.126077E-04        0.742422E-04        0.111534E-16        0.138853E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100123        0.121280E+01        0.121280E+01        0.118264E+01        0.408585E+00        0.740226E-01        0.699945E+00        0.862881E-04        0.113584E-04        0.299954E-01        0.894559E-02        0.210498E-01        0.154132E-03        0.671368E-04        0.126227E-04        0.743726E-04        0.286516E-16        0.139131E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100124        0.121275E+01        0.121275E+01        0.118259E+01        0.408571E+00        0.740064E-01        0.699931E+00        0.828262E-04        0.113749E-04        0.299884E-01        0.894393E-02        0.210445E-01        0.154358E-03        0.672225E-04        0.126371E-04        0.744987E-04       -0.609009E-17        0.139410E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100125        0.121265E+01        0.121265E+01        0.118250E+01        0.408552E+00        0.739570E-01        0.699918E+00        0.796439E-04        0.755277E-05        0.299823E-01        0.894275E-02        0.210395E-01        0.154558E-03        0.672974E-04        0.126496E-04        0.746114E-04       -0.454717E-16        0.139645E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100126        0.121252E+01        0.121252E+01        0.118238E+01        0.408527E+00        0.738773E-01        0.699905E+00        0.766723E-04        0.757702E-05        0.299771E-01        0.894197E-02        0.210352E-01        0.154741E-03        0.673651E-04        0.126607E-04        0.747152E-04       -0.121042E-16        0.139831E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100127        0.121240E+01        0.121240E+01        0.118227E+01        0.408501E+00        0.737978E-01        0.699891E+00        0.737168E-04        0.761533E-05        0.299720E-01        0.894137E-02        0.210306E-01        0.154942E-03        0.674405E-04        0.126731E-04        0.748284E-04       -0.342647E-16        0.140018E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100128        0.121227E+01        0.121227E+01        0.118214E+01        0.408476E+00        0.737176E-01        0.699878E+00        0.708905E-04        0.762857E-05        0.299668E-01        0.894101E-02        0.210258E-01        0.155139E-03        0.675143E-04        0.126853E-04        0.749396E-04       -0.315000E-16        0.140205E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100129        0.121214E+01        0.121214E+01        0.118202E+01        0.408451E+00        0.736354E-01        0.699864E+00        0.683553E-04        0.765508E-05        0.299616E-01        0.894097E-02        0.210206E-01        0.155297E-03        0.675719E-04        0.126945E-04        0.750306E-04       -0.194499E-16        0.140393E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100130        0.121202E+01        0.121202E+01        0.118190E+01        0.408427E+00        0.735522E-01        0.699851E+00        0.659746E-04        0.767866E-05        0.299564E-01        0.894118E-02        0.210152E-01        0.155440E-03        0.676236E-04        0.127025E-04        0.751142E-04       -0.261792E-16        0.140582E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100131        0.121189E+01        0.121189E+01        0.118177E+01        0.408402E+00        0.734685E-01        0.699838E+00        0.636821E-04        0.770130E-05        0.299512E-01        0.894159E-02        0.210096E-01        0.155582E-03        0.676747E-04        0.127104E-04        0.751971E-04       -0.215982E-16        0.140771E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100201        0.121176E+01        0.121176E+01        0.118165E+01        0.408378E+00        0.733844E-01        0.699824E+00        0.614678E-04        0.772314E-05        0.299460E-01        0.894217E-02        0.210038E-01        0.155724E-03        0.677258E-04        0.127183E-04        0.752799E-04       -0.192554E-16        0.140961E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100202        0.121162E+01        0.121162E+01        0.118151E+01        0.408351E+00        0.732918E-01        0.699811E+00        0.593384E-04        0.677499E-05        0.299410E-01        0.894287E-02        0.209982E-01        0.155864E-03        0.677761E-04        0.127260E-04        0.753616E-04       -0.422579E-16        0.141140E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100203        0.121147E+01        0.121147E+01        0.118137E+01        0.408324E+00        0.731913E-01        0.699797E+00        0.572976E-04        0.679613E-05        0.299363E-01        0.894365E-02        0.209927E-01        0.155999E-03        0.678248E-04        0.127334E-04        0.754412E-04       -0.110058E-17        0.141307E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100204        0.121132E+01        0.121132E+01        0.118123E+01        0.408296E+00        0.730908E-01        0.699783E+00        0.553094E-04        0.680864E-05        0.299316E-01        0.894453E-02        0.209870E-01        0.156139E-03        0.678753E-04        0.127411E-04        0.755229E-04       -0.146651E-16        0.141475E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100205        0.121117E+01        0.121117E+01        0.118108E+01        0.408268E+00        0.729909E-01        0.699769E+00        0.533059E-04        0.682593E-05        0.299268E-01        0.894545E-02        0.209814E-01        0.156302E-03        0.679354E-04        0.127504E-04        0.756164E-04       -0.386317E-16        0.141643E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100206        0.121102E+01        0.121102E+01        0.118094E+01        0.408239E+00        0.728910E-01        0.699755E+00        0.513554E-04        0.684656E-05        0.299221E-01        0.894646E-02        0.209756E-01        0.156470E-03        0.679976E-04        0.127600E-04        0.757123E-04       -0.101713E-16        0.141811E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100207        0.121087E+01        0.121087E+01        0.118079E+01        0.408210E+00        0.727903E-01        0.699741E+00        0.495041E-04        0.686550E-05        0.299173E-01        0.894761E-02        0.209697E-01        0.156629E-03        0.680563E-04        0.127690E-04        0.758039E-04       -0.845804E-17        0.141979E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100208        0.121072E+01        0.121072E+01        0.118065E+01        0.408181E+00        0.726894E-01        0.699727E+00        0.477182E-04        0.688471E-05        0.299125E-01        0.894885E-02        0.209637E-01        0.156789E-03        0.681152E-04        0.127779E-04        0.758955E-04       -0.704672E-17        0.142149E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100209        0.121057E+01        0.121057E+01        0.118050E+01        0.408153E+00        0.725874E-01        0.699712E+00        0.460463E-04        0.691019E-05        0.299077E-01        0.895024E-02        0.209575E-01        0.156932E-03        0.681674E-04        0.127857E-04        0.759789E-04       -0.178170E-16        0.142318E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20100210        0.121042E+01        0.121042E+01        0.118036E+01        0.408125E+00        0.724883E-01        0.699698E+00        0.444823E-04        0.740579E-05        0.299028E-01        0.895184E-02        0.209510E-01        0.157059E-03        0.682130E-04        0.127922E-04        0.760539E-04        0.420169E-16        0.142494E+00        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
