 Simulation_Period = 20090901 -- 20161231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB          VNup_PLANT            KsNH4_MB            KsNO3_MB         KsNH4_PLANT         KsNO3_PLANT                Vnit              Vdenit                 YgN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20110520        0.400000E+00        0.635160E+01        0.493627E+02        0.276056E+02        0.100042E+03        0.100042E+02        0.100042E+04        0.250000E+01        0.600000E+01        0.600168E-02        0.360025E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.181532E-01        0.100074E-01        0.183433E-03        0.100102E-03        0.397978E+00        0.170005E+01        0.100000E+00        0.866761E-10        0.100000E-02        0.183382E-06        0.867003E-09        0.183211E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.500247E-01        0.000000E+00        0.100042E-03        0.100042E-03        0.000000E+00        0.000000E+00        0.186841E-01        0.193572E-02        0.100000E+01
  20110521        0.400000E+00        0.696194E+01        0.523680E+02        0.299087E+02        0.106555E+03        0.106555E+02        0.106555E+04        0.250000E+01        0.600000E+01        0.625943E-02        0.363830E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.200387E-01        0.100074E-01        0.191311E-03        0.106619E-03        0.395925E+00        0.170005E+01        0.100000E+00        0.994139E-10        0.100000E-02        0.183382E-06        0.103712E-08        0.191046E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.552204E-01        0.000000E+00        0.106555E-03        0.106555E-03        0.000000E+00        0.000000E+00        0.201865E-01        0.183039E-02        0.100000E+01
  20110522        0.400000E+00        0.785675E+01        0.566098E+02        0.332398E+02        0.115678E+03        0.115678E+02        0.115678E+04        0.250000E+01        0.600000E+01        0.661176E-02        0.368845E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.227907E-01        0.100074E-01        0.202079E-03        0.115747E-03        0.393219E+00        0.170005E+01        0.100000E+00        0.114296E-09        0.100000E-02        0.183382E-06        0.125950E-08        0.201757E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.628043E-01        0.000000E+00        0.115678E-03        0.115678E-03        0.000000E+00        0.000000E+00        0.224604E-01        0.173332E-02        0.100000E+01
  20110523        0.400000E+00        0.783768E+01        0.565212E+02        0.331693E+02        0.115488E+03        0.115488E+02        0.115488E+04        0.250000E+01        0.600000E+01        0.660454E-02        0.368744E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.227323E-01        0.100074E-01        0.201859E-03        0.115557E-03        0.393274E+00        0.170005E+01        0.100000E+00        0.131736E-09        0.100000E-02        0.183382E-06        0.145009E-08        0.201488E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.626431E-01        0.000000E+00        0.115488E-03        0.115488E-03        0.000000E+00        0.000000E+00        0.219057E-01        0.138132E-02        0.100000E+01
  20110524        0.400000E+00        0.759853E+01        0.554042E+02        0.322837E+02        0.113093E+03        0.113093E+02        0.113093E+04        0.250000E+01        0.600000E+01        0.651293E-02        0.367459E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.219982E-01        0.100074E-01        0.199059E-03        0.113161E-03        0.393967E+00        0.170005E+01        0.100000E+00        0.152240E-09        0.100000E-02        0.183382E-06        0.165254E-08        0.198636E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.606202E-01        0.000000E+00        0.113093E-03        0.113093E-03        0.000000E+00        0.000000E+00        0.207172E-01        0.100038E-02        0.100000E+01
  20110525        0.400000E+00        0.702141E+01        0.526557E+02        0.301317E+02        0.107177E+03        0.107177E+02        0.107177E+04        0.250000E+01        0.600000E+01        0.628374E-02        0.364183E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.202221E-01        0.100074E-01        0.192054E-03        0.107241E-03        0.395735E+00        0.170005E+01        0.100000E+00        0.176427E-09        0.100000E-02        0.183382E-06        0.184770E-08        0.191582E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.557258E-01        0.000000E+00        0.107177E-03        0.107177E-03        0.000000E+00        0.000000E+00        0.186023E-01        0.610430E-03        0.100000E+01
  20110526        0.400000E+00        0.670047E+01        0.510925E+02        0.289253E+02        0.103796E+03        0.103796E+02        0.103796E+04        0.250000E+01        0.600000E+01        0.615089E-02        0.362242E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.192317E-01        0.100074E-01        0.187994E-03        0.103858E-03        0.396781E+00        0.170005E+01        0.100000E+00        0.205059E-09        0.100000E-02        0.183382E-06        0.210216E-08        0.187457E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.529966E-01        0.000000E+00        0.103796E-03        0.103796E-03        0.000000E+00        0.000000E+00        0.172707E-01        0.286497E-03        0.100000E+01
  20110527        0.400000E+00        0.715057E+01        0.532776E+02        0.306152E+02        0.108519E+03        0.108519E+02        0.108519E+04        0.250000E+01        0.600000E+01        0.633608E-02        0.364939E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.206201E-01        0.100074E-01        0.193653E-03        0.108584E-03        0.395327E+00        0.170005E+01        0.100000E+00        0.156221E-09        0.100000E-02        0.183382E-06        0.164971E-08        0.193232E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.568227E-01        0.000000E+00        0.108519E-03        0.108519E-03        0.000000E+00        0.000000E+00        0.193398E-01        0.882075E-03        0.100000E+01
  20110528        0.400000E+00        0.825813E+01        0.584561E+02        0.347181E+02        0.119622E+03        0.119622E+02        0.119622E+04        0.250000E+01        0.600000E+01        0.676121E-02        0.370912E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.240199E-01        0.100074E-01        0.206647E-03        0.119693E-03        0.392105E+00        0.170005E+01        0.100000E+00        0.119139E-09        0.100000E-02        0.183382E-06        0.134254E-08        0.206304E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.661914E-01        0.000000E+00        0.119622E-03        0.119622E-03        0.000000E+00        0.000000E+00        0.235173E-01        0.171879E-02        0.100000E+01
  20110529        0.400000E+00        0.866420E+01        0.602918E+02        0.362045E+02        0.123527E+03        0.123527E+02        0.123527E+04        0.250000E+01        0.600000E+01        0.690759E-02        0.372903E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.252598E-01        0.100074E-01        0.211121E-03        0.123601E-03        0.391030E+00        0.170005E+01        0.100000E+00        0.916847E-10        0.100000E-02        0.183382E-06        0.105553E-08        0.210851E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.696082E-01        0.000000E+00        0.123527E-03        0.123527E-03        0.000000E+00        0.000000E+00        0.257711E-01        0.253448E-02        0.100000E+01
  20110530        0.400000E+00        0.853358E+01        0.597047E+02        0.357274E+02        0.122280E+03        0.122280E+02        0.122280E+04        0.250000E+01        0.600000E+01        0.686101E-02        0.372273E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.248614E-01        0.100074E-01        0.209697E-03        0.122353E-03        0.391370E+00        0.170005E+01        0.100000E+00        0.711378E-10        0.100000E-02        0.183382E-06        0.813462E-09        0.209489E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.685103E-01        0.000000E+00        0.122280E-03        0.122280E-03        0.000000E+00        0.000000E+00        0.263880E-01        0.321001E-02        0.100000E+01
  20110531        0.400000E+00        0.860648E+01        0.600328E+02        0.359938E+02        0.122977E+03        0.122977E+02        0.122977E+04        0.250000E+01        0.600000E+01        0.688706E-02        0.372626E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.250838E-01        0.100074E-01        0.210494E-03        0.123051E-03        0.391180E+00        0.170005E+01        0.100000E+00        0.560313E-10        0.100000E-02        0.183382E-06        0.643152E-09        0.210329E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.691232E-01        0.000000E+00        0.122977E-03        0.122977E-03        0.000000E+00        0.000000E+00        0.276244E-01        0.393807E-02        0.100000E+01
  20110601        0.400000E+00        0.877013E+01        0.607656E+02        0.365908E+02        0.124533E+03        0.124533E+02        0.124533E+04        0.250000E+01        0.600000E+01        0.694502E-02        0.373408E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.255826E-01        0.100074E-01        0.212265E-03        0.124607E-03        0.390759E+00        0.170005E+01        0.100000E+00        0.440870E-10        0.100000E-02        0.183382E-06        0.510308E-09        0.212134E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.704979E-01        0.000000E+00        0.124533E-03        0.124533E-03        0.000000E+00        0.000000E+00        0.292269E-01        0.475264E-02        0.100000E+01
  20110602        0.400000E+00        0.878079E+01        0.608132E+02        0.366297E+02        0.124634E+03        0.124634E+02        0.124634E+04        0.250000E+01        0.600000E+01        0.694877E-02        0.373458E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.256151E-01        0.100074E-01        0.212380E-03        0.124708E-03        0.390731E+00        0.170005E+01        0.100000E+00        0.349028E-10        0.100000E-02        0.183382E-06        0.404219E-09        0.212276E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.705874E-01        0.000000E+00        0.124634E-03        0.124634E-03        0.000000E+00        0.000000E+00        0.303184E-01        0.549587E-02        0.100000E+01
  20110603        0.400000E+00        0.903517E+01        0.619422E+02        0.375547E+02        0.127025E+03        0.127025E+02        0.127025E+04        0.250000E+01        0.600000E+01        0.703737E-02        0.374643E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.263893E-01        0.100074E-01        0.215087E-03        0.127101E-03        0.390092E+00        0.170005E+01        0.100000E+00        0.277863E-10        0.100000E-02        0.183382E-06        0.325905E-09        0.215004E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.727207E-01        0.000000E+00        0.127025E-03        0.127025E-03        0.000000E+00        0.000000E+00        0.323210E-01        0.642144E-02        0.100000E+01
  20110604        0.400000E+00        0.905165E+01        0.620150E+02        0.376145E+02        0.127179E+03        0.127179E+02        0.127179E+04        0.250000E+01        0.600000E+01        0.704306E-02        0.374718E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.264394E-01        0.100074E-01        0.215261E-03        0.127255E-03        0.390052E+00        0.170005E+01        0.100000E+00        0.223868E-10        0.100000E-02        0.183382E-06        0.262785E-09        0.215194E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.728588E-01        0.000000E+00        0.127179E-03        0.127179E-03        0.000000E+00        0.000000E+00        0.334368E-01        0.717077E-02        0.100000E+01
  20110605        0.400000E+00        0.919579E+01        0.626493E+02        0.381371E+02        0.128519E+03        0.128519E+02        0.128519E+04        0.250000E+01        0.600000E+01        0.709246E-02        0.375374E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.268773E-01        0.100074E-01        0.216771E-03        0.128596E-03        0.389698E+00        0.170005E+01        0.100000E+00        0.179920E-10        0.100000E-02        0.183382E-06        0.212679E-09        0.216717E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.740656E-01        0.000000E+00        0.128519E-03        0.128519E-03        0.000000E+00        0.000000E+00        0.350970E-01        0.806306E-02        0.100000E+01
  20110606        0.400000E+00        0.959535E+01        0.643895E+02        0.395804E+02        0.132187E+03        0.132187E+02        0.132187E+04        0.250000E+01        0.600000E+01        0.722677E-02        0.377138E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.280887E-01        0.100074E-01        0.220876E-03        0.132267E-03        0.388746E+00        0.170005E+01        0.100000E+00        0.145197E-10        0.100000E-02        0.183382E-06        0.174885E-09        0.220832E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.774039E-01        0.000000E+00        0.132187E-03        0.132187E-03        0.000000E+00        0.000000E+00        0.378352E-01        0.923487E-02        0.100000E+01
  20110607        0.400000E+00        0.100917E+02        0.665156E+02        0.413626E+02        0.136649E+03        0.136649E+02        0.136649E+04        0.250000E+01        0.600000E+01        0.738849E-02        0.379231E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.295882E-01        0.100074E-01        0.225819E-03        0.136731E-03        0.387618E+00        0.170005E+01        0.100000E+00        0.117610E-10        0.100000E-02        0.183382E-06        0.144826E-09        0.225782E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.815360E-01        0.000000E+00        0.136649E-03        0.136649E-03        0.000000E+00        0.000000E+00        0.410730E-01        0.105794E-01        0.100000E+01
  20110608        0.400000E+00        0.103840E+02        0.677505E+02        0.424072E+02        0.139231E+03        0.139231E+02        0.139231E+04        0.250000E+01        0.600000E+01        0.748126E-02        0.380416E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.304687E-01        0.100074E-01        0.228654E-03        0.139314E-03        0.386979E+00        0.170005E+01        0.100000E+00        0.123121E-10        0.100000E-02        0.183382E-06        0.153517E-09        0.228615E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.839623E-01        0.000000E+00        0.139231E-03        0.139231E-03        0.000000E+00        0.000000E+00        0.420209E-01        0.107024E-01        0.100000E+01
  20110609        0.400000E+00        0.105494E+02        0.684434E+02        0.429964E+02        0.140676E+03        0.140676E+02        0.140676E+04        0.250000E+01        0.600000E+01        0.753295E-02        0.381071E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.309657E-01        0.100074E-01        0.230234E-03        0.140761E-03        0.386625E+00        0.170005E+01        0.100000E+00        0.128068E-10        0.100000E-02        0.183382E-06        0.160788E-09        0.230193E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.853320E-01        0.000000E+00        0.140676E-03        0.140676E-03        0.000000E+00        0.000000E+00        0.424674E-01        0.107099E-01        0.100000E+01
  20110610        0.400000E+00        0.102151E+02        0.670383E+02        0.418040E+02        0.137743E+03        0.137743E+02        0.137743E+04        0.250000E+01        0.600000E+01        0.742786E-02        0.379735E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.299601E-01        0.100074E-01        0.227022E-03        0.137825E-03        0.387346E+00        0.170005E+01        0.100000E+00        0.134110E-10        0.100000E-02        0.183382E-06        0.166025E-09        0.226980E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.825607E-01        0.000000E+00        0.137743E-03        0.137743E-03        0.000000E+00        0.000000E+00        0.408184E-01        0.101735E-01        0.100000E+01
  20110611        0.400000E+00        0.104156E+02        0.678832E+02        0.425199E+02        0.139508E+03        0.139508E+02        0.139508E+04        0.250000E+01        0.600000E+01        0.749118E-02        0.380542E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.305637E-01        0.100074E-01        0.228958E-03        0.139592E-03        0.386911E+00        0.170005E+01        0.100000E+00        0.139535E-10        0.100000E-02        0.183382E-06        0.174213E-09        0.228913E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.842242E-01        0.000000E+00        0.139508E-03        0.139508E-03        0.000000E+00        0.000000E+00        0.414049E-01        0.102135E-01        0.100000E+01
  20110612        0.400000E+00        0.107369E+02        0.692247E+02        0.436632E+02        0.142303E+03        0.142303E+02        0.142303E+04        0.250000E+01        0.600000E+01        0.759093E-02        0.381802E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.315287E-01        0.100074E-01        0.232006E-03        0.142389E-03        0.386231E+00        0.170005E+01        0.100000E+00        0.146165E-10        0.100000E-02        0.183382E-06        0.184921E-09        0.231959E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.868833E-01        0.000000E+00        0.142303E-03        0.142303E-03        0.000000E+00        0.000000E+00        0.424282E-01        0.103375E-01        0.100000E+01
  20110613        0.400000E+00        0.113611E+02        0.717909E+02        0.458720E+02        0.147627E+03        0.147627E+02        0.147627E+04        0.250000E+01        0.600000E+01        0.777910E-02        0.384147E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.333962E-01        0.100074E-01        0.237757E-03        0.147716E-03        0.384967E+00        0.170005E+01        0.100000E+00        0.152120E-10        0.100000E-02        0.183382E-06        0.197226E-09        0.237707E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.920295E-01        0.000000E+00        0.147627E-03        0.147627E-03        0.000000E+00        0.000000E+00        0.446835E-01        0.107696E-01        0.100000E+01
  20110614        0.400000E+00        0.113611E+02        0.717909E+02        0.458720E+02        0.147627E+03        0.147627E+02        0.147627E+04        0.250000E+01        0.600000E+01        0.777910E-02        0.384147E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.333962E-01        0.100074E-01        0.237757E-03        0.147716E-03        0.384967E+00        0.170005E+01        0.100000E+00        0.158338E-10        0.100000E-02        0.183382E-06        0.205288E-09        0.237705E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.920295E-01        0.000000E+00        0.147627E-03        0.147627E-03        0.000000E+00        0.000000E+00        0.444258E-01        0.105894E-01        0.100000E+01
  20110615        0.400000E+00        0.101408E+02        0.667242E+02        0.415386E+02        0.137086E+03        0.137086E+02        0.137086E+04        0.250000E+01        0.600000E+01        0.740422E-02        0.379432E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.297365E-01        0.100074E-01        0.226300E-03        0.137168E-03        0.387509E+00        0.170005E+01        0.100000E+00        0.165943E-10        0.100000E-02        0.183382E-06        0.204780E-09        0.226247E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.819445E-01        0.000000E+00        0.137086E-03        0.137086E-03        0.000000E+00        0.000000E+00        0.392896E-01        0.924172E-02        0.100000E+01
  20110616        0.400000E+00        0.106072E+02        0.686850E+02        0.432022E+02        0.141180E+03        0.141180E+02        0.141180E+04        0.250000E+01        0.600000E+01        0.755091E-02        0.381298E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.311395E-01        0.100074E-01        0.230783E-03        0.141264E-03        0.386503E+00        0.170005E+01        0.100000E+00        0.172778E-10        0.100000E-02        0.183382E-06        0.217439E-09        0.230727E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.858108E-01        0.000000E+00        0.141180E-03        0.141180E-03        0.000000E+00        0.000000E+00        0.409030E-01        0.950973E-02        0.100000E+01
  20110617        0.400000E+00        0.116619E+02        0.730093E+02        0.469308E+02        0.150144E+03        0.150144E+02        0.150144E+04        0.250000E+01        0.600000E+01        0.786727E-02        0.385231E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.342926E-01        0.100074E-01        0.240452E-03        0.150235E-03        0.384382E+00        0.170005E+01        0.100000E+00        0.181141E-10        0.100000E-02        0.183382E-06        0.237515E-09        0.240391E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.944997E-01        0.000000E+00        0.150144E-03        0.150144E-03        0.000000E+00        0.000000E+00        0.447359E-01        0.102568E-01        0.100000E+01
  20110618        0.400000E+00        0.123774E+02        0.758641E+02        0.494360E+02        0.156015E+03        0.156015E+02        0.156015E+04        0.250000E+01        0.600000E+01        0.807102E-02        0.387701E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.364162E-01        0.100074E-01        0.246679E-03        0.156108E-03        0.383050E+00        0.170005E+01        0.100000E+00        0.188661E-10        0.100000E-02        0.183382E-06        0.253781E-09        0.246615E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.100352E+00        0.000000E+00        0.156015E-03        0.156015E-03        0.000000E+00        0.000000E+00        0.472252E-01        0.106954E-01        0.100000E+01
  20110619        0.400000E+00        0.121686E+02        0.750373E+02        0.487069E+02        0.154318E+03        0.154318E+02        0.154318E+04        0.250000E+01        0.600000E+01        0.801241E-02        0.386995E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.357978E-01        0.100074E-01        0.244888E-03        0.154411E-03        0.383430E+00        0.170005E+01        0.100000E+00        0.196522E-10        0.100000E-02        0.183382E-06        0.262435E-09        0.244821E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.986476E-01        0.000000E+00        0.154318E-03        0.154318E-03        0.000000E+00        0.000000E+00        0.461469E-01        0.103206E-01        0.100000E+01
  20110620        0.400000E+00        0.125516E+02        0.765501E+02        0.500430E+02        0.157420E+03        0.157420E+02        0.157420E+04        0.250000E+01        0.600000E+01        0.811940E-02        0.388281E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.369313E-01        0.100074E-01        0.248158E-03        0.157514E-03        0.382737E+00        0.170005E+01        0.100000E+00        0.206147E-10        0.100000E-02        0.183382E-06        0.278965E-09        0.248087E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.101771E+00        0.000000E+00        0.157420E-03        0.157420E-03        0.000000E+00        0.000000E+00        0.472756E-01        0.104149E-01        0.100000E+01
  20110621        0.400000E+00        0.117901E+02        0.735255E+02        0.473812E+02        0.151209E+03        0.151209E+02        0.151209E+04        0.250000E+01        0.600000E+01        0.790440E-02        0.385684E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.346741E-01        0.100074E-01        0.241587E-03        0.151299E-03        0.384137E+00        0.170005E+01        0.100000E+00        0.214808E-10        0.100000E-02        0.183382E-06        0.282988E-09        0.241515E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.955511E-01        0.000000E+00        0.151209E-03        0.151209E-03        0.000000E+00        0.000000E+00        0.441185E-01        0.959126E-02        0.100000E+01
  20110622        0.400000E+00        0.115701E+02        0.726388E+02        0.466082E+02        0.149380E+03        0.149380E+02        0.149380E+04        0.250000E+01        0.600000E+01        0.784054E-02        0.384903E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.340193E-01        0.100074E-01        0.239635E-03        0.149469E-03        0.384559E+00        0.170005E+01        0.100000E+00        0.225418E-10        0.100000E-02        0.183382E-06        0.294566E-09        0.239560E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.937467E-01        0.000000E+00        0.149380E-03        0.149380E-03        0.000000E+00        0.000000E+00        0.429790E-01        0.919597E-02        0.100000E+01
  20110623        0.400000E+00        0.119270E+02        0.740743E+02        0.478613E+02        0.152339E+03        0.152339E+02        0.152339E+04        0.250000E+01        0.600000E+01        0.794374E-02        0.386163E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.350810E-01        0.100074E-01        0.242789E-03        0.152430E-03        0.383879E+00        0.170005E+01        0.100000E+00        0.234969E-10        0.100000E-02        0.183382E-06        0.311089E-09        0.242710E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.966723E-01        0.000000E+00        0.152339E-03        0.152339E-03        0.000000E+00        0.000000E+00        0.440495E-01        0.929365E-02        0.100000E+01
  20110624        0.400000E+00        0.128369E+02        0.776668E+02        0.510353E+02        0.159702E+03        0.159702E+02        0.159702E+04        0.250000E+01        0.600000E+01        0.819769E-02        0.389213E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.377736E-01        0.100074E-01        0.250551E-03        0.159798E-03        0.382234E+00        0.170005E+01        0.100000E+00        0.244966E-10        0.100000E-02        0.183382E-06        0.334692E-09        0.250465E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.104092E+00        0.000000E+00        0.159702E-03        0.159702E-03        0.000000E+00        0.000000E+00        0.471390E-01        0.980314E-02        0.100000E+01
  20110625        0.400000E+00        0.134436E+02        0.800117E+02        0.531356E+02        0.164476E+03        0.164476E+02        0.164476E+04        0.250000E+01        0.600000E+01        0.836027E-02        0.391129E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.395576E-01        0.100074E-01        0.255520E-03        0.164575E-03        0.381201E+00        0.170005E+01        0.100000E+00        0.257222E-10        0.100000E-02        0.183382E-06        0.358407E-09        0.255428E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.109009E+00        0.000000E+00        0.164476E-03        0.164476E-03        0.000000E+00        0.000000E+00        0.490091E-01        0.100171E-01        0.100000E+01
  20110626        0.400000E+00        0.138499E+02        0.815610E+02        0.545354E+02        0.167617E+03        0.167617E+02        0.167617E+04        0.250000E+01        0.600000E+01        0.846635E-02        0.392364E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.407474E-01        0.100074E-01        0.258762E-03        0.167717E-03        0.380534E+00        0.170005E+01        0.100000E+00        0.268264E-10        0.100000E-02        0.183382E-06        0.378536E-09        0.258665E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.112287E+00        0.000000E+00        0.167617E-03        0.167617E-03        0.000000E+00        0.000000E+00        0.501686E-01        0.100985E-01        0.100000E+01
