 Simulation_Period = 20090901 -- 20161231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Mon                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB          VNup_PLANT            KsNH4_MB            KsNO3_MB         KsNH4_PLANT         KsNO3_PLANT                Vnit              Vdenit                 YgN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
    201210        0.400000E+00        0.566808E+01        0.452676E+02        0.249330E+02        0.950292E+02        0.950292E+01        0.950292E+03        0.250000E+01        0.600000E+01        0.579459E-02        0.356765E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.168044E-01        0.100074E-01        0.177104E-03        0.950862E-04        0.399738E+00        0.170005E+01        0.100000E+00        0.350924E-08        0.100000E-02        0.183382E-06        0.336383E-07        0.168910E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.463078E-01        0.000000E+00        0.950292E-04        0.950292E-04        0.000000E+00        0.000000E+00        0.951833E-02        0.000000E+00        0.100000E+01
    201211        0.400000E+00        0.386093E+01        0.334424E+02        0.172353E+02        0.772342E+02        0.772342E+01        0.772342E+03        0.250000E+01        0.600000E+01        0.504590E-02        0.344621E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.121499E-01        0.100074E-01        0.154221E-03        0.772805E-04        0.406298E+00        0.170005E+01        0.100000E+00        0.168041E-06        0.100000E-02        0.183382E-06        0.135721E-05        0.757661E-04        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.334815E-01        0.000000E+00        0.772342E-04        0.772342E-04        0.000000E+00        0.000000E+00        0.415139E-02        0.000000E+00        0.100000E+01
    201212        0.400000E+00        0.334155E+01        0.322344E+02        0.157120E+02        0.646696E+02        0.646696E+01        0.646696E+03        0.250000E+01        0.600000E+01        0.447882E-02        0.334395E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.923089E-02        0.100074E-01        0.136889E-03        0.647084E-04        0.411830E+00        0.170005E+01        0.100000E+00        0.409051E-08        0.100000E-02        0.183382E-06        0.319884E-07        0.129617E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.254375E-01        0.000000E+00        0.646696E-04        0.646696E-04        0.000000E+00        0.000000E+00        0.542241E-02        0.000000E+00        0.100000E+01
    201301        0.400000E+00        0.270645E+01        0.279669E+02        0.130352E+02        0.558197E+02        0.558197E+01        0.558197E+03        0.250000E+01        0.600000E+01        0.406151E-02        0.326361E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.732264E-02        0.100074E-01        0.124134E-03        0.558532E-04        0.416183E+00        0.170005E+01        0.100000E+00        0.511358E-08        0.100000E-02        0.183382E-06        0.343576E-07        0.116026E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.201789E-01        0.000000E+00        0.558197E-04        0.558197E-04        0.000000E+00        0.000000E+00        0.395606E-02        0.000000E+00        0.100000E+01
    201302        0.400000E+00        0.311854E+01        0.311853E+02        0.148409E+02        0.601021E+02        0.601021E+01        0.601021E+03        0.250000E+01        0.600000E+01        0.427077E-02        0.330600E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.818880E-02        0.100074E-01        0.130530E-03        0.601382E-04        0.413884E+00        0.170005E+01        0.100000E+00        0.636088E-09        0.100000E-02        0.183382E-06        0.456584E-08        0.129379E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.225658E-01        0.000000E+00        0.601021E-04        0.601021E-04        0.000000E+00        0.000000E+00        0.649502E-02        0.851575E-04        0.100000E+01
    201303        0.400000E+00        0.367438E+01        0.346072E+02        0.170947E+02        0.675080E+02        0.675080E+01        0.675080E+03        0.250000E+01        0.600000E+01        0.461118E-02        0.336903E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.985506E-02        0.100074E-01        0.140934E-03        0.675485E-04        0.410472E+00        0.170005E+01        0.100000E+00        0.410773E-10        0.100000E-02        0.183382E-06        0.306504E-09        0.140856E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.271575E-01        0.000000E+00        0.675080E-04        0.675080E-04        0.000000E+00        0.000000E+00        0.119310E-01        0.230070E-02        0.100000E+01
    201304        0.400000E+00        0.460721E+01        0.400232E+02        0.208261E+02        0.795233E+02        0.795233E+01        0.795233E+03        0.250000E+01        0.600000E+01        0.514243E-02        0.346186E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.127438E-01        0.100074E-01        0.157171E-03        0.795710E-04        0.405453E+00        0.170005E+01        0.100000E+00        0.356971E-11        0.100000E-02        0.183382E-06        0.299122E-10        0.157164E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.351179E-01        0.000000E+00        0.795233E-04        0.795233E-04        0.000000E+00        0.000000E+00        0.185579E-01        0.739764E-02        0.100000E+01
    201305        0.400000E+00        0.603103E+01        0.477336E+02        0.264422E+02        0.964456E+02        0.964456E+01        0.964456E+03        0.250000E+01        0.600000E+01        0.584911E-02        0.357531E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.172312E-01        0.100074E-01        0.178770E-03        0.965035E-04        0.399325E+00        0.170005E+01        0.100000E+00        0.208861E-12        0.100000E-02        0.183382E-06        0.194768E-11        0.178769E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.474838E-01        0.000000E+00        0.964456E-04        0.964456E-04        0.000000E+00        0.000000E+00        0.162656E-01        0.170896E-01        0.100000E+01
    201306        0.400000E+00        0.836906E+01        0.588963E+02        0.351073E+02        0.120527E+03        0.120527E+02        0.120527E+04        0.250000E+01        0.600000E+01        0.679192E-02        0.371264E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.243525E-01        0.100074E-01        0.207586E-03        0.120599E-03        0.391915E+00        0.170005E+01        0.100000E+00        0.838396E-13        0.100000E-02        0.183382E-06        0.954188E-12        0.207585E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.671080E-01        0.000000E+00        0.120527E-03        0.120527E-03        0.000000E+00        0.000000E+00        0.201144E-01        0.255208E-01        0.100000E+01
    201307        0.400000E+00        0.866619E+01        0.602598E+02        0.361999E+02        0.123438E+03        0.123438E+02        0.123438E+04        0.250000E+01        0.600000E+01        0.690222E-02        0.372790E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.252609E-01        0.100074E-01        0.210957E-03        0.123512E-03        0.391092E+00        0.170005E+01        0.100000E+00        0.458766E-12        0.100000E-02        0.183382E-06        0.529078E-11        0.210956E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.696112E-01        0.000000E+00        0.123438E-03        0.123438E-03        0.000000E+00        0.000000E+00        0.313392E-01        0.214288E-01        0.100000E+01
    201308        0.400000E+00        0.883985E+01        0.610466E+02        0.368361E+02        0.125113E+03        0.125113E+02        0.125113E+04        0.250000E+01        0.600000E+01        0.696511E-02        0.373647E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.257913E-01        0.100074E-01        0.212879E-03        0.125188E-03        0.390629E+00        0.170005E+01        0.100000E+00        0.309581E-11        0.100000E-02        0.183382E-06        0.358004E-10        0.212870E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.710728E-01        0.000000E+00        0.125113E-03        0.125113E-03        0.000000E+00        0.000000E+00        0.377024E-01        0.147769E-01        0.100000E+01
    201309        0.400000E+00        0.836089E+01        0.588362E+02        0.350702E+02        0.120388E+03        0.120388E+02        0.120388E+04        0.250000E+01        0.600000E+01        0.678553E-02        0.371150E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.243248E-01        0.100074E-01        0.207390E-03        0.120460E-03        0.391976E+00        0.170005E+01        0.100000E+00        0.222537E-10        0.100000E-02        0.183382E-06        0.245311E-09        0.207328E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.670315E-01        0.000000E+00        0.120388E-03        0.120388E-03        0.000000E+00        0.000000E+00        0.318652E-01        0.739219E-02        0.100000E+01
    201310        0.400000E+00        0.562615E+01        0.455137E+02        0.248506E+02        0.919741E+02        0.919741E+01        0.919741E+03        0.250000E+01        0.600000E+01        0.566414E-02        0.354612E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.160307E-01        0.100074E-01        0.173117E-03        0.920293E-04        0.400901E+00        0.170005E+01        0.100000E+00        0.808639E-09        0.100000E-02        0.183382E-06        0.738703E-08        0.171254E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.441756E-01        0.000000E+00        0.919741E-04        0.919741E-04        0.000000E+00        0.000000E+00        0.129971E-01        0.676690E-03        0.100000E+01
    201311        0.400000E+00        0.386639E+01        0.356810E+02        0.178534E+02        0.698867E+02        0.698867E+01        0.698867E+03        0.250000E+01        0.600000E+01        0.471298E-02        0.338578E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.104529E-01        0.100074E-01        0.144046E-03        0.699286E-04        0.409567E+00        0.170005E+01        0.100000E+00        0.125221E-09        0.100000E-02        0.183382E-06        0.102623E-08        0.143784E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.288051E-01        0.000000E+00        0.698867E-04        0.698867E-04        0.000000E+00        0.000000E+00        0.103025E-01        0.836051E-03        0.100000E+01
    201312        0.400000E+00        0.257471E+01        0.275207E+02        0.125436E+02        0.519526E+02        0.519526E+01        0.519526E+03        0.250000E+01        0.600000E+01        0.387328E-02        0.322559E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.653232E-02        0.100074E-01        0.118382E-03        0.519838E-04        0.418245E+00        0.170005E+01        0.100000E+00        0.670372E-09        0.100000E-02        0.183382E-06        0.422659E-08        0.117319E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.180011E-01        0.000000E+00        0.519526E-04        0.519526E-04        0.000000E+00        0.000000E+00        0.540857E-02        0.172941E-03        0.100000E+01
    201401        0.400000E+00        0.247207E+01        0.265059E+02        0.120740E+02        0.519405E+02        0.519405E+01        0.519405E+03        0.250000E+01        0.600000E+01        0.387355E-02        0.322588E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.652315E-02        0.100074E-01        0.118390E-03        0.519717E-04        0.418229E+00        0.170005E+01        0.100000E+00        0.377668E-08        0.100000E-02        0.183382E-06        0.244434E-07        0.112464E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.179758E-01        0.000000E+00        0.519405E-04        0.519405E-04        0.000000E+00        0.000000E+00        0.364400E-02        0.000000E+00        0.100000E+01
    201402        0.400000E+00        0.283164E+01        0.292952E+02        0.136439E+02        0.559552E+02        0.559552E+01        0.559552E+03        0.250000E+01        0.600000E+01        0.407167E-02        0.326668E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.732339E-02        0.100074E-01        0.124445E-03        0.559888E-04        0.416015E+00        0.170005E+01        0.100000E+00        0.865939E-09        0.100000E-02        0.183382E-06        0.575522E-08        0.122995E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.201810E-01        0.000000E+00        0.559552E-04        0.559552E-04        0.000000E+00        0.000000E+00        0.542523E-02        0.000000E+00        0.100000E+01
    201403        0.400000E+00        0.372156E+01        0.349523E+02        0.173006E+02        0.682870E+02        0.682870E+01        0.682870E+03        0.250000E+01        0.600000E+01        0.465059E-02        0.337727E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.999828E-02        0.100074E-01        0.142139E-03        0.683279E-04        0.410026E+00        0.170005E+01        0.100000E+00        0.209720E-09        0.100000E-02        0.183382E-06        0.161019E-08        0.141728E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.275522E-01        0.000000E+00        0.682870E-04        0.682870E-04        0.000000E+00        0.000000E+00        0.906058E-02        0.245557E-03        0.100000E+01
    201404        0.400000E+00        0.508160E+01        0.427286E+02        0.227119E+02        0.855157E+02        0.855157E+01        0.855157E+03        0.250000E+01        0.600000E+01        0.540400E-02        0.350666E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.142147E-01        0.100074E-01        0.165166E-03        0.855670E-04        0.403031E+00        0.170005E+01        0.100000E+00        0.414905E-10        0.100000E-02        0.183382E-06        0.371186E-09        0.165071E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.391714E-01        0.000000E+00        0.855157E-04        0.855157E-04        0.000000E+00        0.000000E+00        0.165515E-01        0.285883E-02        0.100000E+01
    201405        0.400000E+00        0.616753E+01        0.483314E+02        0.268775E+02        0.977574E+02        0.977574E+01        0.977574E+03        0.250000E+01        0.600000E+01        0.590391E-02        0.358411E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.175790E-01        0.100074E-01        0.180445E-03        0.978160E-04        0.398850E+00        0.170005E+01        0.100000E+00        0.430729E-10        0.100000E-02        0.183382E-06        0.419714E-09        0.180337E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.484423E-01        0.000000E+00        0.977574E-04        0.977574E-04        0.000000E+00        0.000000E+00        0.202796E-01        0.340316E-02        0.100000E+01
    201406        0.400000E+00        0.909472E+01        0.621530E+02        0.377556E+02        0.127443E+03        0.127443E+02        0.127443E+04        0.250000E+01        0.600000E+01        0.705026E-02        0.374763E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.265634E-01        0.100074E-01        0.215481E-03        0.127519E-03        0.390028E+00        0.170005E+01        0.100000E+00        0.578437E-10        0.100000E-02        0.183382E-06        0.693093E-09        0.215304E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.732006E-01        0.000000E+00        0.127443E-03        0.127443E-03        0.000000E+00        0.000000E+00        0.301633E-01        0.480615E-02        0.100000E+01
    201407        0.400000E+00        0.996312E+01        0.658412E+02        0.409572E+02        0.136389E+03        0.136389E+02        0.136389E+04        0.250000E+01        0.600000E+01        0.737563E-02        0.378998E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.295554E-01        0.100074E-01        0.225426E-03        0.136471E-03        0.387743E+00        0.170005E+01        0.100000E+00        0.109650E-08        0.100000E-02        0.183382E-06        0.136141E-07        0.222009E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.814456E-01        0.000000E+00        0.136389E-03        0.136389E-03        0.000000E+00        0.000000E+00        0.208455E-01        0.000000E+00        0.100000E+01
    201408        0.400000E+00        0.100267E+02        0.654793E+02        0.410657E+02        0.139790E+03        0.139790E+02        0.139790E+04        0.250000E+01        0.600000E+01        0.749960E-02        0.380616E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.306880E-01        0.100074E-01        0.229215E-03        0.139874E-03        0.386871E+00        0.170005E+01        0.100000E+00        0.336871E-08        0.100000E-02        0.183382E-06        0.420419E-07        0.218951E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.845667E-01        0.000000E+00        0.139790E-03        0.139790E-03        0.000000E+00        0.000000E+00        0.174578E-01        0.000000E+00        0.100000E+01
    201409        0.400000E+00        0.835684E+01        0.587497E+02        0.350762E+02        0.121098E+03        0.121098E+02        0.121098E+04        0.250000E+01        0.600000E+01        0.681277E-02        0.371536E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.245422E-01        0.100074E-01        0.208223E-03        0.121170E-03        0.391768E+00        0.170005E+01        0.100000E+00        0.856477E-09        0.100000E-02        0.183382E-06        0.101018E-07        0.205710E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.676308E-01        0.000000E+00        0.121098E-03        0.121098E-03        0.000000E+00        0.000000E+00        0.190520E-01        0.707599E-04        0.100000E+01
    201410        0.400000E+00        0.576799E+01        0.463327E+02        0.253732E+02        0.934047E+02        0.934047E+01        0.934047E+03        0.250000E+01        0.600000E+01        0.572834E-02        0.355741E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.163573E-01        0.100074E-01        0.175079E-03        0.934607E-04        0.400291E+00        0.170005E+01        0.100000E+00        0.628245E-09        0.100000E-02        0.183382E-06        0.600669E-08        0.173555E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.450757E-01        0.000000E+00        0.934047E-04        0.934047E-04        0.000000E+00        0.000000E+00        0.122979E-01        0.000000E+00        0.100000E+01
    201411        0.400000E+00        0.389084E+01        0.359228E+02        0.179750E+02        0.704390E+02        0.704390E+01        0.704390E+03        0.250000E+01        0.600000E+01        0.474472E-02        0.339341E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.105235E-01        0.100074E-01        0.145016E-03        0.704813E-04        0.409153E+00        0.170005E+01        0.100000E+00        0.125221E-09        0.100000E-02        0.183382E-06        0.102351E-08        0.144754E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.289996E-01        0.000000E+00        0.704390E-04        0.704390E-04        0.000000E+00        0.000000E+00        0.104013E-01        0.858562E-03        0.100000E+01
    201412        0.400000E+00        0.304148E+01        0.306846E+02        0.145189E+02        0.590556E+02        0.590556E+01        0.590556E+03        0.250000E+01        0.600000E+01        0.422223E-02        0.329691E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.795751E-02        0.100074E-01        0.129047E-03        0.590911E-04        0.414376E+00        0.170005E+01        0.100000E+00        0.670372E-09        0.100000E-02        0.183382E-06        0.460137E-08        0.127890E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.219285E-01        0.000000E+00        0.590556E-04        0.590556E-04        0.000000E+00        0.000000E+00        0.656481E-02        0.191054E-03        0.100000E+01
    201501        0.400000E+00        0.271647E+01        0.281810E+02        0.131135E+02        0.558538E+02        0.558538E+01        0.558538E+03        0.250000E+01        0.600000E+01        0.406715E-02        0.326589E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.729962E-02        0.100074E-01        0.124307E-03        0.558873E-04        0.416058E+00        0.170005E+01        0.100000E+00        0.377668E-08        0.100000E-02        0.183382E-06        0.257505E-07        0.118065E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.201155E-01        0.000000E+00        0.558538E-04        0.558538E-04        0.000000E+00        0.000000E+00        0.407237E-02        0.000000E+00        0.100000E+01
    201502        0.400000E+00        0.281810E+01        0.292086E+02        0.135906E+02        0.557990E+02        0.557990E+01        0.557990E+03        0.250000E+01        0.600000E+01        0.406383E-02        0.326502E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.729312E-02        0.100074E-01        0.124205E-03        0.558324E-04        0.416105E+00        0.170005E+01        0.100000E+00        0.865939E-09        0.100000E-02        0.183382E-06        0.598021E-08        0.122700E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.200976E-01        0.000000E+00        0.557990E-04        0.557990E-04        0.000000E+00        0.000000E+00        0.532499E-02        0.000000E+00        0.100000E+01
    201503        0.400000E+00        0.463601E+01        0.401575E+02        0.209327E+02        0.798101E+02        0.798101E+01        0.798101E+03        0.250000E+01        0.600000E+01        0.515347E-02        0.346346E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.128320E-01        0.100074E-01        0.157509E-03        0.798580E-04        0.405366E+00        0.170005E+01        0.100000E+00        0.209720E-09        0.100000E-02        0.183382E-06        0.176217E-08        0.157059E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.353610E-01        0.000000E+00        0.798101E-04        0.798101E-04        0.000000E+00        0.000000E+00        0.116992E-01        0.360244E-03        0.100000E+01
    201504        0.400000E+00        0.568436E+01        0.459236E+02        0.250466E+02        0.925275E+02        0.925275E+01        0.925275E+03        0.250000E+01        0.600000E+01        0.569527E-02        0.355293E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.160851E-01        0.100074E-01        0.174068E-03        0.925830E-04        0.400533E+00        0.170005E+01        0.100000E+00        0.414905E-10        0.100000E-02        0.183382E-06        0.392878E-09        0.173968E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.443255E-01        0.000000E+00        0.925275E-04        0.925275E-04        0.000000E+00        0.000000E+00        0.187124E-01        0.322315E-02        0.100000E+01
    201505        0.400000E+00        0.672904E+01        0.511228E+02        0.290088E+02        0.103876E+03        0.103876E+02        0.103876E+04        0.250000E+01        0.600000E+01        0.614812E-02        0.362071E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.193303E-01        0.100074E-01        0.187909E-03        0.103939E-03        0.396875E+00        0.170005E+01        0.100000E+00        0.134826E-09        0.100000E-02        0.183382E-06        0.132370E-08        0.187574E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.532684E-01        0.000000E+00        0.103876E-03        0.103876E-03        0.000000E+00        0.000000E+00        0.248304E-01        0.644529E-02        0.100000E+01
    201506        0.400000E+00        0.861335E+01        0.600391E+02        0.360118E+02        0.122978E+03        0.122978E+02        0.122978E+04        0.250000E+01        0.600000E+01        0.688587E-02        0.372585E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.251018E-01        0.100074E-01        0.210457E-03        0.123052E-03        0.391202E+00        0.170005E+01        0.100000E+00        0.114045E-09        0.100000E-02        0.183382E-06        0.131501E-08        0.210121E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.691728E-01        0.000000E+00        0.122978E-03        0.122978E-03        0.000000E+00        0.000000E+00        0.267199E-01        0.332754E-02        0.100000E+01
    201507        0.400000E+00        0.934868E+01        0.633067E+02        0.386869E+02        0.129900E+03        0.129900E+02        0.129900E+04        0.250000E+01        0.600000E+01        0.714261E-02        0.376024E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.273397E-01        0.100074E-01        0.218304E-03        0.129978E-03        0.389347E+00        0.170005E+01        0.100000E+00        0.107406E-09        0.100000E-02        0.183382E-06        0.127605E-08        0.217978E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.753398E-01        0.000000E+00        0.129900E-03        0.129900E-03        0.000000E+00        0.000000E+00        0.278882E-01        0.273980E-02        0.100000E+01
    201508        0.400000E+00        0.847269E+01        0.594055E+02        0.354976E+02        0.121631E+03        0.121631E+02        0.121631E+04        0.250000E+01        0.600000E+01        0.683548E-02        0.371901E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.246727E-01        0.100074E-01        0.208917E-03        0.121704E-03        0.391571E+00        0.170005E+01        0.100000E+00        0.137232E-10        0.100000E-02        0.183382E-06        0.156480E-09        0.208877E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.679904E-01        0.000000E+00        0.121631E-03        0.121631E-03        0.000000E+00        0.000000E+00        0.338458E-01        0.892343E-02        0.100000E+01
    201509        0.400000E+00        0.708859E+01        0.528862E+02        0.303575E+02        0.107633E+03        0.107633E+02        0.107633E+04        0.250000E+01        0.600000E+01        0.629651E-02        0.364257E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.204222E-01        0.100074E-01        0.192444E-03        0.107698E-03        0.395695E+00        0.170005E+01        0.100000E+00        0.211781E-11        0.100000E-02        0.183382E-06        0.225508E-10        0.192438E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.562772E-01        0.000000E+00        0.107633E-03        0.107633E-03        0.000000E+00        0.000000E+00        0.298537E-01        0.125052E-01        0.100000E+01
    201510        0.400000E+00        0.538084E+01        0.442979E+02        0.238666E+02        0.889542E+02        0.889542E+01        0.889542E+03        0.250000E+01        0.600000E+01        0.554581E-02        0.352894E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.151430E-01        0.100074E-01        0.169500E-03        0.890076E-04        0.401828E+00        0.170005E+01        0.100000E+00        0.584656E-11        0.100000E-02        0.183382E-06        0.528790E-10        0.169486E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.417295E-01        0.000000E+00        0.889542E-04        0.889542E-04        0.000000E+00        0.000000E+00        0.219733E-01        0.736652E-02        0.100000E+01
    201511        0.400000E+00        0.366761E+01        0.345367E+02        0.170602E+02        0.673468E+02        0.673468E+01        0.673468E+03        0.250000E+01        0.600000E+01        0.460173E-02        0.336672E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.983587E-02        0.100074E-01        0.140645E-03        0.673872E-04        0.410598E+00        0.170005E+01        0.100000E+00        0.493140E-11        0.100000E-02        0.183382E-06        0.404988E-10        0.140635E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.271046E-01        0.000000E+00        0.673468E-04        0.673468E-04        0.000000E+00        0.000000E+00        0.137644E-01        0.562192E-02        0.100000E+01
