 Simulation_Period = 20090901 -- 20161231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOM1               kPOM2                kMOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20110226        0.489000E-05        0.164000E-03        0.319000E-05        0.201000E+01        0.505958E-02        0.866417E-02        0.487958E-04        0.194000E-07        0.183958E-02        0.180417E-02        0.385167E+00        0.421000E+00       -0.176000E-01        0.100000E+01       -0.189708E-16        0.134000E+01        0.134000E+01        0.182000E-04        0.409667E-04        0.980000E+01        0.617000E-01       -0.534000E-01        0.640000E+01
  20110227        0.518000E-05        0.160000E-03        0.327042E-05        0.238958E+01        0.599208E-02        0.102000E-01        0.478042E-04        0.290917E-07        0.182083E-02        0.178083E-02        0.343125E+00        0.421792E+00       -0.181000E-01        0.100000E+01       -0.397688E-16        0.134000E+01        0.134000E+01        0.182000E-04        0.405125E-04        0.136000E+02        0.602000E-01       -0.565000E-01        0.640000E+01
  20110228        0.495000E-05        0.160000E-03        0.318000E-05        0.216000E+01        0.538083E-02        0.917792E-02        0.463042E-04        0.337000E-07        0.181042E-02        0.178000E-02        0.365042E+00        0.422000E+00       -0.179000E-01        0.100000E+01       -0.911708E-17        0.134000E+01        0.134000E+01        0.182000E-04        0.402750E-04        0.113000E+02        0.586000E-01       -0.601000E-01        0.640000E+01
  20110301        0.485000E-05        0.159000E-03        0.313000E-05        0.209000E+01        0.515833E-02        0.881000E-02        0.445250E-04        0.421917E-07        0.180042E-02        0.176667E-02        0.372042E+00        0.422000E+00       -0.178000E-01        0.100000E+01       -0.116708E-16        0.134000E+01        0.134000E+01        0.182000E-04        0.400000E-04        0.105000E+02        0.570000E-01       -0.641000E-01        0.640000E+01
  20110302        0.485000E-05        0.157000E-03        0.312000E-05        0.214958E+01        0.525125E-02        0.895417E-02        0.424083E-04        0.567792E-07        0.178083E-02        0.175042E-02        0.364375E+00        0.422000E+00       -0.179958E-01        0.100000E+01        0.602500E-17        0.134000E+01        0.134000E+01        0.182000E-04        0.396125E-04        0.110000E+02        0.554000E-01       -0.686000E-01        0.640000E+01
  20110303        0.487000E-05        0.155000E-03        0.310542E-05        0.222000E+01        0.539958E-02        0.918542E-02        0.400083E-04        0.766917E-07        0.177042E-02        0.173083E-02        0.355083E+00        0.422000E+00       -0.180958E-01        0.100000E+01       -0.213083E-16        0.134000E+01        0.134000E+01        0.182000E-04        0.392250E-04        0.118000E+02        0.539000E-01       -0.733000E-01        0.640000E+01
  20110304        0.487208E-05        0.153000E-03        0.309000E-05        0.228958E+01        0.550667E-02        0.935250E-02        0.369542E-04        0.106000E-06        0.175083E-02        0.172042E-02        0.346750E+00        0.422000E+00       -0.182000E-01        0.100000E+01       -0.173350E-16        0.134000E+01        0.134000E+01        0.182000E-04        0.388333E-04        0.123000E+02        0.523000E-01       -0.789000E-01        0.640000E+01
  20110305        0.463000E-05        0.153000E-03        0.299000E-05        0.204458E+01        0.487083E-02        0.832125E-02        0.333333E-04        0.128958E-06        0.174042E-02        0.171042E-02        0.371333E+00        0.422000E+00       -0.179000E-01        0.100000E+01        0.101679E-16        0.134000E+01        0.134000E+01        0.182000E-04        0.386083E-04        0.978000E+01        0.507000E-01       -0.852000E-01        0.640000E+01
  20110306        0.457000E-05        0.152000E-03        0.294000E-05        0.202000E+01        0.478208E-02        0.817542E-02        0.296042E-04        0.172000E-06        0.173042E-02        0.170042E-02        0.373667E+00        0.422000E+00       -0.179000E-01        0.100000E+01       -0.122296E-16        0.134000E+01        0.134000E+01        0.185000E-04        0.384042E-04        0.947000E+01        0.492000E-01       -0.919000E-01        0.640000E+01
  20110307        0.462000E-05        0.149000E-03        0.294000E-05        0.215958E+01        0.507000E-02        0.862333E-02        0.252083E-04        0.259958E-06        0.171083E-02        0.168083E-02        0.356125E+00        0.422000E+00       -0.181958E-01        0.100000E+01        0.126333E-16        0.134000E+01        0.134000E+01        0.185000E-04        0.379208E-04        0.109000E+02        0.476000E-01       -0.100000E+00        0.640000E+01
  20110308        0.466000E-05        0.146000E-03        0.292000E-05        0.228042E+01        0.531208E-02        0.900667E-02        0.205083E-04        0.395167E-06        0.169083E-02        0.166083E-02        0.340125E+00        0.422000E+00       -0.183958E-01        0.100000E+01        0.331667E-17        0.134000E+01        0.134000E+01        0.185000E-04        0.374208E-04        0.121000E+02        0.460000E-01       -0.110000E+00        0.640000E+01
  20110309        0.455000E-05        0.144000E-03        0.286000E-05        0.220958E+01        0.508125E-02        0.862250E-02        0.162042E-04        0.546917E-06        0.167083E-02        0.164083E-02        0.346083E+00        0.422000E+00       -0.183000E-01        0.100000E+01       -0.801042E-17        0.134000E+01        0.134000E+01        0.185000E-04        0.370167E-04        0.113000E+02        0.445000E-01       -0.120000E+00        0.640000E+01
  20110310        0.446000E-05        0.142000E-03        0.280000E-05        0.217958E+01        0.494167E-02        0.839292E-02        0.120250E-04        0.807667E-06        0.165083E-02        0.162083E-02        0.347125E+00        0.422000E+00       -0.183000E-01        0.100000E+01       -0.387042E-16        0.134000E+01        0.134000E+01        0.185000E-04        0.365167E-04        0.109000E+02        0.429000E-01       -0.133000E+00        0.640000E+01
  20110311        0.445000E-05        0.139000E-03        0.277000E-05        0.225958E+01        0.506458E-02        0.858375E-02        0.847333E-05        0.129000E-05        0.163083E-02        0.160083E-02        0.336125E+00        0.421125E+00       -0.184958E-01        0.100000E+01        0.995833E-17        0.133625E+01        0.133583E+01        0.185000E-04        0.359250E-04        0.116000E+02        0.413000E-01       -0.148000E+00        0.640000E+01
  20110312        0.450000E-05        0.135000E-03        0.275000E-05        0.241958E+01        0.536208E-02        0.904417E-02        0.579250E-05        0.213958E-05        0.160125E-02        0.157125E-02        0.318125E+00        0.421000E+00       -0.186958E-01        0.100000E+01       -0.152417E-17        0.133000E+01        0.133000E+01        0.185000E-04        0.353500E-04        0.131000E+02        0.398000E-01       -0.166000E+00        0.640000E+01
  20110313        0.442000E-05        0.132000E-03        0.268000E-05        0.241958E+01        0.528250E-02        0.891417E-02        0.367167E-05        0.349917E-05        0.158083E-02        0.155083E-02        0.314792E+00        0.420792E+00       -0.187958E-01        0.100000E+01       -0.990875E-17        0.133000E+01        0.133000E+01        0.185000E-04        0.347375E-04        0.131000E+02        0.382000E-01       -0.188000E+00        0.640000E+01
  20110314        0.417000E-05        0.130000E-03        0.256000E-05        0.210375E+01        0.515292E-02        0.873125E-02        0.241583E-05        0.509958E-05        0.178125E-02        0.174167E-02        0.364792E+00        0.420000E+00       -0.177333E-01        0.100000E+01        0.217333E-16        0.133000E+01        0.133000E+01        0.276000E-04        0.391167E-04        0.108000E+02        0.366000E-01       -0.216000E+00        0.640000E+01
  20110315        0.408000E-05        0.126000E-03        0.248000E-05        0.208958E+01        0.506250E-02        0.859375E-02        0.146042E-05        0.846208E-05        0.176125E-02        0.173083E-02        0.364167E+00        0.419750E+00       -0.177958E-01        0.100000E+01       -0.927917E-17        0.133000E+01        0.133000E+01        0.276000E-04        0.387250E-04        0.106000E+02        0.351000E-01       -0.250000E+00        0.640000E+01
  20110316        0.416000E-05        0.121000E-03        0.245000E-05        0.234958E+01        0.562375E-02        0.947958E-02        0.830417E-06        0.166958E-04        0.172167E-02        0.169167E-02        0.332208E+00        0.419000E+00       -0.181875E-01        0.100000E+01       -0.202750E-16        0.133000E+01        0.133000E+01        0.276000E-04        0.378375E-04        0.132000E+02        0.335000E-01       -0.296000E+00        0.640000E+01
  20110317        0.428000E-05        0.114000E-03        0.242000E-05        0.269208E+01        0.634542E-02        0.106083E-01        0.481208E-06        0.326208E-04        0.168167E-02        0.165167E-02        0.297208E+00        0.418167E+00       -0.185250E-01        0.100000E+01       -0.204208E-16        0.133000E+01        0.133000E+01        0.276000E-04        0.369375E-04        0.164000E+02        0.319000E-01       -0.358000E+00        0.640000E+01
  20110318        0.415208E-05        0.109000E-03        0.231000E-05        0.272458E+01        0.627542E-02        0.105083E-01        0.306083E-06        0.511292E-04        0.164167E-02        0.160208E-02        0.290208E+00        0.417208E+00       -0.186333E-01        0.100000E+01        0.407333E-17        0.133000E+01        0.133000E+01        0.276000E-04        0.359417E-04        0.165000E+02        0.303000E-01       -0.445000E+00        0.640000E+01
  20110319        0.401000E-05        0.103000E-03        0.218000E-05        0.274333E+01        0.615583E-02        0.103083E-01        0.230042E-06        0.678417E-04        0.159208E-02        0.156167E-02        0.283250E+00        0.415708E+00       -0.187292E-01        0.100000E+01       -0.129875E-16        0.133000E+01        0.133000E+01        0.276000E-04        0.348458E-04        0.166000E+02        0.288000E-01       -0.565000E+00        0.640000E+01
  20110320        0.391000E-05        0.942917E-04        0.203250E-05        0.290083E+01        0.629792E-02        0.105125E-01        0.197000E-06        0.835208E-04        0.153250E-02        0.149292E-02        0.264333E+00        0.414250E+00       -0.189333E-01        0.100000E+01       -0.959583E-17        0.133000E+01        0.133000E+01        0.276000E-04        0.334583E-04        0.178000E+02        0.272000E-01       -0.765000E+00        0.640000E+01
  20110321        0.363000E-05        0.843000E-04        0.181000E-05        0.287250E+01        0.592042E-02        0.986875E-02        0.186000E-06        0.872333E-04        0.145333E-02        0.141333E-02        0.257458E+00        0.412500E+00       -0.190917E-01        0.100000E+01       -0.149375E-16        0.133000E+01        0.133000E+01        0.276000E-04        0.315792E-04        0.173000E+02        0.256000E-01       -0.112000E+01        0.640000E+01
  20110322        0.337000E-05        0.714000E-04        0.154000E-05        0.296458E+01        0.585917E-02        0.974542E-02        0.184000E-06        0.911792E-04        0.138292E-02        0.135250E-02        0.243375E+00        0.410708E+00       -0.192583E-01        0.100000E+01       -0.792042E-17        0.133000E+01        0.133000E+01        0.290000E-04        0.301583E-04        0.180000E+02        0.241000E-01       -0.179000E+01        0.640000E+01
  20110323        0.278000E-05        0.511000E-04        0.108000E-05        0.282125E+01        0.492083E-02        0.820542E-02        0.183000E-06        0.865583E-04        0.122667E-02        0.118708E-02        0.236000E+00        0.409000E+00       -0.196958E-01        0.100000E+01        0.281975E-16        0.133000E+01        0.133000E+01        0.290000E-04        0.265542E-04        0.160000E+02        0.225000E-01       -0.378000E+01        0.640000E+01
  20110324        0.349000E-05        0.858167E-04        0.178000E-05        0.255042E+01        0.540792E-02        0.905625E-02        0.186958E-06        0.765833E-04        0.148125E-02        0.144833E-02        0.283292E+00        0.407417E+00       -0.185708E-01        0.100000E+01        0.389583E-18        0.133000E+01        0.133000E+01        0.290000E-04        0.322458E-04        0.148000E+02        0.257000E-01       -0.109000E+01        0.640000E+01
  20110325        0.405000E-05        0.104000E-03        0.221000E-05        0.266208E+01        0.629250E-02        0.104717E-01        0.236875E-06        0.632292E-04        0.163375E-02        0.160375E-02        0.286208E+00        0.405792E+00       -0.180958E-01        0.100000E+01       -0.117988E-16        0.133000E+01        0.133000E+01        0.290000E-04        0.355667E-04        0.167000E+02        0.290000E-01       -0.546000E+00        0.640000E+01
  20110326        0.420000E-05        0.117000E-03        0.242000E-05        0.241208E+01        0.604000E-02        0.100854E-01        0.535417E-06        0.261375E-04        0.173583E-02        0.169625E-02        0.316458E+00        0.404792E+00       -0.175583E-01        0.100000E+01        0.133750E-16        0.133000E+01        0.133000E+01        0.290000E-04        0.377125E-04        0.148000E+02        0.322000E-01       -0.345000E+00        0.640000E+01
  20110327        0.420000E-05        0.127000E-03        0.254000E-05        0.209083E+01        0.543375E-02        0.918042E-02        0.163125E-05        0.752125E-05        0.180708E-02        0.177667E-02        0.355583E+00        0.404000E+00       -0.169833E-01        0.100000E+01        0.107458E-16        0.133000E+01        0.133000E+01        0.290000E-04        0.393375E-04        0.118000E+02        0.354000E-01       -0.242000E+00        0.640000E+01
  20110328        0.437000E-05        0.135000E-03        0.269000E-05        0.206083E+01        0.554500E-02        0.938208E-02        0.469583E-05        0.249667E-05        0.186750E-02        0.183750E-02        0.362708E+00        0.403583E+00       -0.167083E-01        0.100000E+01       -0.152083E-17        0.133000E+01        0.133000E+01        0.290000E-04        0.406458E-04        0.118000E+02        0.387000E-01       -0.181000E+00        0.640000E+01
  20110329        0.448000E-05        0.141000E-03        0.280000E-05        0.200500E+01        0.554375E-02        0.939417E-02        0.106917E-04        0.957000E-06        0.191792E-02        0.188792E-02        0.372333E+00        0.403000E+00       -0.165083E-01        0.100000E+01        0.132283E-16        0.133000E+01        0.133000E+01        0.290000E-04        0.417125E-04        0.115000E+02        0.419000E-01       -0.142000E+00        0.640000E+01
  20110330        0.457000E-05        0.147000E-03        0.289000E-05        0.179708E+01        0.612917E-02        0.104463E-01        0.221875E-04        0.370417E-06        0.236083E-02        0.232875E-02        0.427833E+00        0.403000E+00       -0.150583E-01        0.100000E+01        0.370250E-16        0.133000E+01        0.133000E+01        0.450000E-04        0.513542E-04        0.110000E+02        0.452000E-01       -0.115000E+00        0.640000E+01
  20110331        0.480000E-05        0.150000E-03        0.302000E-05        0.192042E+01        0.670792E-02        0.113958E-01        0.334917E-04        0.192042E-06        0.241833E-02        0.237875E-02        0.415875E+00        0.403000E+00       -0.152042E-01        0.100000E+01        0.113662E-16        0.133000E+01        0.133000E+01        0.450000E-04        0.523875E-04        0.126000E+02        0.484000E-01       -0.959000E-01        0.640000E+01
  20110401        0.509667E-05        0.153000E-03        0.317000E-05        0.212667E+01        0.755792E-02        0.127958E-01        0.434875E-04        0.112000E-06        0.244583E-02        0.240875E-02        0.392917E+00        0.403000E+00       -0.154042E-01        0.100000E+01        0.389000E-16        0.133000E+01        0.133000E+01        0.450000E-04        0.529750E-04        0.149000E+02        0.516000E-01       -0.815000E-01        0.640000E+01
  20110402        0.532000E-05        0.156000E-03        0.329000E-05        0.225042E+01        0.812792E-02        0.136958E-01        0.509833E-04        0.650583E-07        0.247042E-02        0.243583E-02        0.380917E+00        0.403000E+00       -0.155042E-01        0.100000E+01        0.282671E-16        0.133000E+01        0.133000E+01        0.450000E-04        0.535750E-04        0.164000E+02        0.549000E-01       -0.701000E-01        0.640000E+01
  20110403        0.577583E-05        0.157000E-03        0.348000E-05        0.261042E+01        0.959750E-02        0.159958E-01        0.559875E-04        0.444042E-07        0.249917E-02        0.245917E-02        0.348875E+00        0.403000E+00       -0.158042E-01        0.100000E+01        0.157958E-16        0.133000E+01        0.133000E+01        0.450000E-04        0.541750E-04        0.199000E+02        0.581000E-01       -0.613000E-01        0.640000E+01
  20110404        0.551000E-05        0.161000E-03        0.342000E-05        0.226042E+01        0.830833E-02        0.139958E-01        0.588875E-04        0.234042E-07        0.252208E-02        0.248375E-02        0.382917E+00        0.403000E+00       -0.154042E-01        0.100000E+01        0.478167E-16        0.133000E+01        0.133000E+01        0.450000E-04        0.545833E-04        0.166000E+02        0.613000E-01       -0.542000E-01        0.640000E+01
  20110405        0.547000E-05        0.165000E-03        0.343708E-05        0.213042E+01        0.789000E-02        0.133000E-01        0.607875E-04        0.138000E-07        0.254875E-02        0.250917E-02        0.397917E+00        0.403833E+00       -0.152042E-01        0.100000E+01        0.163000E-16        0.133000E+01        0.133000E+01        0.450000E-04        0.549917E-04        0.154000E+02        0.646000E-01       -0.482000E-01        0.640000E+01
  20110406        0.584000E-05        0.165750E-03        0.359000E-05        0.242042E+01        0.908250E-02        0.152000E-01        0.625875E-04        0.103000E-07        0.256917E-02        0.252917E-02        0.368958E+00        0.404000E+00       -0.155042E-01        0.100000E+01        0.405667E-16        0.133000E+01        0.133000E+01        0.450000E-04        0.553833E-04        0.183000E+02        0.678000E-01       -0.433000E-01        0.640000E+01
  20110407        0.607000E-05        0.167000E-03        0.369000E-05        0.239750E+01        0.109454E-01        0.182125E-01        0.713542E-04        0.683583E-08        0.310667E-02        0.305708E-02        0.400042E+00        0.404000E+00       -0.145500E-01        0.100000E+01       -0.301125E-16        0.133000E+01        0.133000E+01        0.658000E-04        0.669958E-04        0.198000E+02        0.710000E-01       -0.392000E-01        0.640000E+01
  20110408        0.628000E-05        0.169000E-03        0.378417E-05        0.250625E+01        0.116000E-01        0.193000E-01        0.726875E-04        0.486500E-08        0.314917E-02        0.310042E-02        0.390958E+00        0.404792E+00       -0.146042E-01        0.100000E+01       -0.265250E-17        0.133000E+01        0.133000E+01        0.658000E-04        0.678833E-04        0.209000E+02        0.743000E-01       -0.356000E-01        0.640000E+01
  20110409        0.649000E-05        0.169833E-03        0.386625E-05        0.263000E+01        0.122000E-01        0.203000E-01        0.733917E-04        0.358083E-08        0.316917E-02        0.311958E-02        0.380958E+00        0.405000E+00       -0.147042E-01        0.100000E+01       -0.222708E-16        0.133000E+01        0.133000E+01        0.658000E-04        0.681125E-04        0.221000E+02        0.775000E-01       -0.325000E-01        0.640000E+01
  20110410        0.652000E-05        0.170000E-03        0.387000E-05        0.263000E+01        0.123000E-01        0.204000E-01        0.736375E-04        0.254000E-08        0.317000E-02        0.312292E-02        0.380000E+00        0.405083E+00       -0.147000E-01        0.100000E+01       -0.119854E-16        0.133000E+01        0.133000E+01        0.658000E-04        0.682000E-04        0.221000E+02        0.808000E-01       -0.298000E-01        0.640000E+01
  20110411        0.628000E-05        0.170167E-03        0.379000E-05        0.242000E+01        0.112000E-01        0.187000E-01        0.734042E-04        0.169000E-08        0.317000E-02        0.312583E-02        0.400000E+00        0.406000E+00       -0.145000E-01        0.100000E+01       -0.297908E-16        0.133000E+01        0.133000E+01        0.658000E-04        0.681042E-04        0.202000E+02        0.840000E-01       -0.275000E-01        0.640000E+01
  20110412        0.617000E-05        0.171000E-03        0.375000E-05        0.232000E+01        0.107000E-01        0.180000E-01        0.733000E-04        0.119000E-08        0.317417E-02        0.313000E-02        0.409000E+00        0.406000E+00       -0.144000E-01        0.100000E+01       -0.202283E-16        0.133000E+01        0.133000E+01        0.658000E-04        0.681000E-04        0.192000E+02        0.872000E-01       -0.255000E-01        0.640000E+01
  20110413        0.626000E-05        0.171000E-03        0.378000E-05        0.239000E+01        0.111000E-01        0.186000E-01        0.736000E-04        0.909292E-09        0.318000E-02        0.313000E-02        0.402000E+00        0.406417E+00       -0.145000E-01        0.100000E+01       -0.237833E-16        0.133000E+01        0.133000E+01        0.658000E-04        0.681000E-04        0.199000E+02        0.905000E-01       -0.236000E-01        0.640000E+01
  20110414        0.644292E-05        0.170000E-03        0.385000E-05        0.255000E+01        0.119000E-01        0.198000E-01        0.739333E-04        0.732083E-09        0.318792E-02        0.313958E-02        0.387000E+00        0.407000E+00       -0.146708E-01        0.100000E+01       -0.141796E-16        0.133000E+01        0.133000E+01        0.658000E-04        0.681958E-04        0.214000E+02        0.937000E-01       -0.220000E-01        0.640000E+01
  20110415        0.600000E-05        0.172000E-03        0.369000E-05        0.207333E+01        0.103812E-01        0.175625E-01        0.766458E-04        0.451792E-09        0.346500E-02        0.341792E-02        0.447125E+00        0.407000E+00       -0.136250E-01        0.100000E+01       -0.196667E-17        0.133000E+01        0.133000E+01        0.768000E-04        0.740417E-04        0.176000E+02        0.969000E-01       -0.205000E-01        0.640000E+01
  20110416        0.602167E-05        0.172000E-03        0.370000E-05        0.209000E+01        0.106000E-01        0.177000E-01        0.769000E-04        0.348000E-09        0.348000E-02        0.343000E-02        0.446000E+00        0.407875E+00       -0.137000E-01        0.100000E+01       -0.104367E-16        0.133000E+01        0.133000E+01        0.768000E-04        0.743000E-04        0.178000E+02        0.100000E+00       -0.192000E-01        0.640000E+01
  20110417        0.610458E-05        0.172000E-03        0.373000E-05        0.216000E+01        0.109000E-01        0.183000E-01        0.772000E-04        0.279000E-09        0.348708E-02        0.343958E-02        0.438000E+00        0.408000E+00       -0.138000E-01        0.100000E+01       -0.184083E-16        0.133000E+01        0.133000E+01        0.768000E-04        0.743000E-04        0.185000E+02        0.103000E+00       -0.180000E-01        0.640000E+01
  20110418        0.657000E-05        0.170667E-03        0.390000E-05        0.255958E+01        0.130958E-01        0.217000E-01        0.783000E-04        0.259000E-09        0.349958E-02        0.344875E-02        0.400000E+00        0.408375E+00       -0.142000E-01        0.100000E+01        0.172625E-17        0.133000E+01        0.133000E+01        0.768000E-04        0.744958E-04        0.223000E+02        0.107000E+00       -0.169000E-01        0.640000E+01
  20110419        0.672000E-05        0.170000E-03        0.395083E-05        0.268000E+01        0.137000E-01        0.227917E-01        0.786000E-04        0.212417E-09        0.350792E-02        0.345542E-02        0.389000E+00        0.409000E+00       -0.144000E-01        0.100000E+01       -0.140417E-17        0.133000E+01        0.133000E+01        0.768000E-04        0.745958E-04        0.234000E+02        0.110000E+00       -0.159000E-01        0.640000E+01
  20110420        0.615000E-05        0.172000E-03        0.375000E-05        0.219000E+01        0.111000E-01        0.186000E-01        0.774042E-04        0.137000E-09        0.350083E-02        0.345250E-02        0.435042E+00        0.409000E+00       -0.138000E-01        0.100000E+01       -0.370233E-16        0.133000E+01        0.133000E+01        0.768000E-04        0.744083E-04        0.188000E+02        0.113000E+00       -0.150000E-01        0.640000E+01
  20110421        0.606000E-05        0.172417E-03        0.372000E-05        0.211000E+01        0.107000E-01        0.179000E-01        0.771000E-04        0.105000E-09        0.350875E-02        0.346000E-02        0.444000E+00        0.409833E+00       -0.137000E-01        0.100000E+01       -0.168062E-16        0.133000E+01        0.133000E+01        0.768000E-04        0.744000E-04        0.180000E+02        0.116000E+00       -0.142000E-01        0.640000E+01
  20110422        0.656458E-05        0.171000E-03        0.390000E-05        0.254000E+01        0.130000E-01        0.215958E-01        0.783958E-04        0.101000E-09        0.351958E-02        0.346958E-02        0.401958E+00        0.410000E+00       -0.142000E-01        0.100000E+01       -0.326988E-16        0.133000E+01        0.133000E+01        0.768000E-04        0.745958E-04        0.222000E+02        0.120000E+00       -0.134000E-01        0.640000E+01
  20110423        0.616042E-05        0.172000E-03        0.376000E-05        0.219958E+01        0.110042E-01        0.185042E-01        0.768292E-04        0.702583E-10        0.347208E-02        0.342208E-02        0.432167E+00        0.410292E+00       -0.138958E-01        0.100000E+01       -0.173172E-16        0.133000E+01        0.133000E+01        0.750000E-04        0.735458E-04        0.188000E+02        0.123000E+00       -0.127000E-01        0.640000E+01
  20110424        0.588000E-05        0.174000E-03        0.366000E-05        0.195000E+01        0.971000E-02        0.164000E-01        0.759000E-04        0.497875E-10        0.347125E-02        0.342667E-02        0.460000E+00        0.411000E+00       -0.135000E-01        0.100000E+01        0.187667E-16        0.133000E+01        0.133000E+01        0.750000E-04        0.734250E-04        0.162000E+02        0.126000E+00       -0.120000E-01        0.640000E+01
  20110425        0.601917E-05        0.173000E-03        0.371000E-05        0.207000E+01        0.103000E-01        0.174000E-01        0.764000E-04        0.429333E-10        0.348000E-02        0.343000E-02        0.446000E+00        0.411000E+00       -0.137000E-01        0.100000E+01       -0.648733E-16        0.133000E+01        0.133000E+01        0.750000E-04        0.735000E-04        0.175000E+02        0.129000E+00       -0.114000E-01        0.640000E+01
  20110426        0.595833E-05        0.173000E-03        0.369000E-05        0.201167E+01        0.101000E-01        0.169000E-01        0.762000E-04        0.340000E-10        0.348000E-02        0.343333E-02        0.452000E+00        0.411792E+00       -0.136000E-01        0.100000E+01        0.224167E-16        0.133000E+01        0.133000E+01        0.750000E-04        0.735000E-04        0.169000E+02        0.133000E+00       -0.108000E-01        0.640000E+01
  20110427        0.586000E-05        0.174000E-03        0.366000E-05        0.193000E+01        0.959542E-02        0.162000E-01        0.758000E-04        0.263208E-10        0.348875E-02        0.344000E-02        0.462000E+00        0.412000E+00       -0.134000E-01        0.100000E+01       -0.915917E-17        0.133000E+01        0.133000E+01        0.750000E-04        0.735000E-04        0.160000E+02        0.136000E+00       -0.102000E-01        0.640000E+01
  20110428        0.590000E-05        0.174000E-03        0.367000E-05        0.196000E+01        0.980000E-02        0.165000E-01        0.760000E-04        0.220000E-10        0.349000E-02        0.344042E-02        0.458000E+00        0.412250E+00       -0.135000E-01        0.100000E+01       -0.947500E-17        0.133000E+01        0.133000E+01        0.750000E-04        0.735000E-04        0.164000E+02        0.139000E+00       -0.972000E-02        0.640000E+01
  20110429        0.605000E-05        0.173000E-03        0.372250E-05        0.209000E+01        0.105000E-01        0.176000E-01        0.765000E-04        0.261167E-10        0.349708E-02        0.345000E-02        0.444000E+00        0.413000E+00       -0.137000E-01        0.100000E+01       -0.259875E-16        0.133000E+01        0.133000E+01        0.750000E-04        0.735000E-04        0.177000E+02        0.137000E+00       -0.999000E-02        0.640000E+01
  20110430        0.619792E-05        0.173000E-03        0.378000E-05        0.221875E+01        0.111000E-01        0.186000E-01        0.769000E-04        0.309917E-10        0.350000E-02        0.345000E-02        0.430000E+00        0.413000E+00       -0.138792E-01        0.100000E+01       -0.166287E-16        0.133000E+01        0.133000E+01        0.750000E-04        0.735000E-04        0.190000E+02        0.136000E+00       -0.103000E-01        0.640000E+01
  20110501        0.573000E-05        0.175000E-03        0.362000E-05        0.165750E+01        0.984292E-02        0.166375E-01        0.823875E-04        0.257167E-10        0.407167E-02        0.414000E-02        0.522042E+00        0.414375E+00        0.168833E-01        0.100000E+01       -0.628242E-17        0.133000E+01        0.133000E+01        0.102000E-03        0.855250E-04        0.147000E+02        0.134000E+00       -0.105000E-01        0.640000E+01
  20110502        0.561000E-05        0.176000E-03        0.357000E-05        0.156792E+01        0.924958E-02        0.157000E-01        0.818000E-04        0.271458E-10        0.386667E-02        0.415708E-02        0.538000E+00        0.418125E+00        0.701083E-01        0.100000E+01       -0.297346E-16        0.133000E+01        0.133000E+01        0.102000E-03        0.815667E-04        0.134000E+02        0.132000E+00       -0.108000E-01        0.640000E+01
  20110503        0.574000E-05        0.175000E-03        0.362000E-05        0.170000E+01        0.994000E-02        0.168000E-01        0.828000E-04        0.329167E-10        0.418458E-02        0.414292E-02        0.523000E+00        0.421000E+00       -0.950417E-02        0.100000E+01       -0.202583E-16        0.133000E+01        0.133000E+01        0.102000E-03        0.885542E-04        0.148000E+02        0.131000E+00       -0.111000E-01        0.640000E+01
  20110504        0.591000E-05        0.174000E-03        0.368000E-05        0.184000E+01        0.108000E-01        0.182000E-01        0.839000E-04        0.401000E-10        0.420250E-02        0.415000E-02        0.505000E+00        0.421500E+00       -0.126000E-01        0.100000E+01       -0.570113E-16        0.133000E+01        0.133000E+01        0.102000E-03        0.888250E-04        0.164000E+02        0.129000E+00       -0.114000E-01        0.640000E+01
  20110505        0.602000E-05        0.174000E-03        0.372000E-05        0.193000E+01        0.114000E-01        0.192000E-01        0.845000E-04        0.472500E-10        0.421000E-02        0.415708E-02        0.494167E+00        0.422000E+00       -0.128000E-01        0.100000E+01       -0.121125E-16        0.133000E+01        0.133000E+01        0.102000E-03        0.889000E-04        0.174000E+02        0.127000E+00       -0.118000E-01        0.640000E+01
  20110506        0.611000E-05        0.173083E-03        0.375000E-05        0.200000E+01        0.118000E-01        0.199000E-01        0.849000E-04        0.549417E-10        0.422000E-02        0.416417E-02        0.487000E+00        0.422083E+00       -0.129000E-01        0.100000E+01       -0.414667E-16        0.133000E+01        0.133000E+01        0.102000E-03        0.889583E-04        0.182000E+02        0.125000E+00       -0.121000E-01        0.640000E+01
  20110507        0.643000E-05        0.172500E-03        0.387000E-05        0.227000E+01        0.135000E-01        0.225000E-01        0.863333E-04        0.702083E-10        0.423167E-02        0.417500E-02        0.458875E+00        0.423000E+00       -0.133000E-01        0.100000E+01       -0.567500E-17        0.133000E+01        0.133000E+01        0.102000E-03        0.890958E-04        0.209000E+02        0.124000E+00       -0.125000E-01        0.640000E+01
